652	respectively	ad in the sequential order previously given	adjective			357 prevalent GRE words	Prepscholar	
653	restive </br> restful	restive is impatient under delay, duress, or control while restful is peaceful; having a peaceful aspect.			The horses, sensing the upcomping championship - become restive and were unable to get a restful night's sleep. 	Easily confused words	MSU	
654	reticent	 hesitant to speak	adjective	adj. introverted or silent		357 prevalent GRE words	Prepscholar	
655	reverent	 solemn and respectful	adjective			357 prevalent GRE words	Prepscholar	
656	rhetoric	 the art of effective communication (written or verbal)	noun	ic=nature of, like</br>		357 prevalent GRE words	Prepscholar	
657	riparia 	river 	Greek/Latin root		riparian 	Greek/Latin 	MSU	
658	sagacious	having a sharp or powerful intellect or discernment. (n: sagacity).	adjective			Common GRE	MSU	
659	salubrious	 health-promoting	adjective			357 prevalent GRE words	Prepscholar	
660	sanction	 to give official permission	verb	v. to impose a penalty for a particular action	n. punishments imposed for breaking a regulation	357 prevalent GRE words	Prepscholar	
662	sap	1. n. sugary liquid found in trees. 2. v. to deplete or weaken.		(2) Chronic sleep deprivation will eventually sap the vitality of those who suffer  it.		Homonym	MSU	
663	sate	to satisfy fully or to excess	verb			Common GRE	MSU	
664	satiate	 to completely satisfy (with respect to hunger or appetite)	verb			357 prevalent GRE words	Prepscholar	
665	saturnine	having a gloomy or morose temperament	adjective			Common GRE	MSU	
667	scope 	examine 	Greek/Latin root		microscope</br> oscilloscope 	Greek/Latin 	MSU	
668	screen	1. n. a flat surface on which to project an image. 2. N. a mesh designed to allow passage of some things while excluding others, as a window screen. 3. v. to select some items from a larger group. 		(3) The applicants were screened based on their resumes before the finalists were selected for interviews.		Homonym	MSU	
669	scrib</br> script	write 	Greek/Latin root		transcribe</br> scribe</br> script 	Greek/Latin 	MSU	
670	secular	 of or relating to the world or worldly matters (as opposed to religious ones)	adjective			357 prevalent GRE words	Prepscholar	
671	sediment	 material that settles at the bottom of a body of water	noun			357 prevalent GRE words	Prepscholar	
672	sedulous	diligent; persevering; persistent:  dedicated and careful	adjective	Sedulous is ONE OF THE 5 MOST COMMON MISTAKES made in the GRE!<br>(n: sedulity; sedulousness; adv. sedulously)	 Her sedulous devotion to overcoming her background impressed many.	Common GRE	MSU	
674	simultaneous	 occurring at the same moment	adjective			357 prevalent GRE words	Prepscholar	
675	sin (sys before b</br> p</br> or m) 	together</br> with 	Greek/Latin root		synchronize</br> symphony</br> sympathy</br> syncretic</br> syncope 	Greek/Latin 	MSU	
676	slight	1. adj. small, as for quantity or amount. 2. n. an insult or other act showing disrespect. 3. v. to insult or show disrespect		(3) The director decided to list the actors' names alphabetically, so as not to slight anyone.		Homonym	MSU	
677	solicitous	 considerate, attentive	adjectiveadjective			357 prevalent GRE words	Prepscholar	
678	sol	alone 	Greek/Latin root		solo</br>solitary</br>desolate =lonely</br> dismal</br> gloomy</br>solitary =done alone</br> by yourself</br>soliloquy–the act of speaking to oneself	Greek/Latin 	MSU	
680	sparse	 scattered or scarce	adjective	adj. austere and unadorned		357 prevalent GRE words	Prepscholar	
682	specious	 spurious; appearing true but actually false	adjective		Her argument, though specious, was readily accepted by many.	357 prevalent GRE words	Prepscholar	
683	sporadic	 occasional or scattered	adjective	ic=nature of, like</br>		357 prevalent GRE words	Prepscholar	
684	spurious	 fake or false	adjective			357 prevalent GRE words	Prepscholar	
685	stolid	 calm and dependable	adjective			357 prevalent GRE words	Prepscholar	
686	strut	1. v. to walk in such a way as to show great pride or confidence. 2. n. a support for an airplane wing or other projecting part.		(2) Because the struts were made of inferior material, the wings of that plane became unstable.		Homonym	MSU	
687	subjective	 open to personal interpretation; not based in objective fact	adjective			357 prevalent GRE words	Prepscholar	
688	substantiate	 to corroborate or give evidence of something	verb			357 prevalent GRE words	Prepscholar	
689	subter 	under</br> secret 	Greek/Latin root		subterfuge</br> subtle</br> subaltern</br> subterranean 	Greek/Latin 	MSU	
690	subversive	 meant to undercut established institutions or norms	adjective			357 prevalent GRE words	Prepscholar	
691	sufficient	 enough for a given purpose	adjective			357 prevalent GRE words	Prepscholar	
692	superbly	ad excellently	adjective			357 prevalent GRE words	Prepscholar	
693	superficial	"only covering the surface:"""	adjective		 A superficial treatment of the topic was all they wanted.	Common GRE	MSU	
695	supplant	 to overtake or replace	verb			357 prevalent GRE words	Prepscholar	
696	sycophant	 a fawning, insincere admirer	noun			357 prevalent GRE words	Prepscholar	
697	synthesize	 to combine disparate parts into a coherent whole	verb			357 prevalent GRE words	Prepscholar	
699	tacit	 unspoken; implicit	adjective		: Katie and carmella had a tacit agreement that they would not mention the dented fender to their parents.	357 prevalent GRE words	Prepscholar	
701	taciturn	 reticent or reserved; tending towards silence; habitually untalkative or silent (n: taciturnity)	adjective			357 prevalent GRE words	Prepscholar	
702	tele 	distance 	Greek/Latin root		telegraph</br> telephone</br> teleology 	Greek/Latin 	MSU	
703	temper	"1. n. emotional state or anger, as in ""she has quite a temper."" 2. v. to moderate or to strengthen."		(2) She tried to remember to temper her words so as not to offend her listeners.		Homonym	MSU	
704	temperance	 moderation and restraint, sometimes used to specifically describe abstinence from alcohol	noun			357 prevalent GRE words	Prepscholar	
706	tenuous	 weak, flimsy, insubstantial	adjective			357 prevalent GRE words	Prepscholar	
707	timorous	 meek or timid	adjective	"same root as ""timid""=shy"		357 prevalent GRE words	Prepscholar	
709	tirade (diatribe)	an angry speech or rant	noun		 His tirade had gone on long enough.	Common GRE	MSU	
710	torpor	 tiredness, lethargy	noun			357 prevalent GRE words	Prepscholar	
712	tortuous	 winding or twisty . twisted; excessively complicated:  	adjective	Note: Don't confuse this with torturous.. Synonum  complicated	Despite public complaints, tax laws and forms have become increasingly tortuous.	357 prevalent GRE words	Prepscholar	
713	tractable		adjective			Common GRE	MSU	
714	tractable	 can be easily influenced or managed. ability to be easily managed or controlled: 	adjective		Her mother wished she were more tractable. (n: tractibility)	357 prevalent GRE words	Prepscholar	
715	trans 	across 	Greek/Latin root		transport</br> transcend</br> transmogrify 	Greek/Latin 	MSU	
716	transient	 passes quickly; short-lived	adjective			357 prevalent GRE words	Prepscholar	
717	turpitude	depravity; baseness: 	noun		Mr. Castor was fired for moral turpitude.	Common GRE	MSU	
719	ubiquitous	 ever-present or universal	adjective			357 prevalent GRE words	Prepscholar	
720	unadorned	 plain; unembellished	adjective			357 prevalent GRE words	Prepscholar	
721	undermine	 to weaken or compromise	verb			357 prevalent GRE words	Prepscholar	
722	underscore	 to line underneath for emphasis	verb	v. to emphasize		357 prevalent GRE words	Prepscholar	
723	untenable	 weak or unsupportable, esp. with respect to an opinion or situation	adjective			357 prevalent GRE words	Prepscholar	
724	utilis 	useful 	Greek/Latin root		utility</br> utilitarian 	Greek/Latin 	MSU	
725	vacillate	 to shift between multiple options or opinions	verb			357 prevalent GRE words	Prepscholar	
726	vacuous	empty; without contents; without ideas or intelligence:: 	adjective		She flashed a vacuous smile.	Common GRE	MSU	
727	venality	 the state of being capable of being bribed	noun			357 prevalent GRE words	Prepscholar	
729	venerate	 to give a high degree of respect; may border on worship, great respect or reverence: 	verb		The Chinese traditionally venerated their ancestors; ancestor worship is merely a popular misnomer for this tradition. (n: veneration, adj: venerable)	357 prevalent GRE words	Prepscholar	
730	veracity	 Truth and factual accuracy	noun			357 prevalent GRE words	Prepscholar	
732	verbose	wordy;  long-winded; loquacious	adjective	Synonyms: wordy, loquacious, long-winded	The instructor asked her verbose student make her paper more concise. (n: verbosity)	357 prevalent GRE words	Prepscholar	
733	vex	to annoy; to bother; to perplex; to puzzle; to debate at length:	verb		 Franklin vexed his brother with his controversial writings.	Common GRE	MSU	
734	vexation	 state of being frustrated, irritated, or concerned.	noun			357 prevalent GRE words	Prepscholar	
735	vide</br> visibil</br> vis 	see	Greek/Latin root		video</br> vision</br> visible	Greek/Latin 	MSU	
737	viscous </br> vicous	Viscous are liquirds of high viscocity, whereas vicous is a highly aggressive being or animal. 			Honey is a viscous liquid, but Honey, our friendly dog, was not vicous. 	Easily confused words	MSU	
739	volatile	 easily changeable or extreme; unstable	adjective			357 prevalent GRE words	Prepscholar	
740	voracious	craving or devouring large quantities of food, drink, or other things.	adjective		 She is a voracious reader.	Common GRE	MSU	
741	wag	1. v. to wave back and forth, as a dog's tail. 2. n. a joker. someone who keeps people amused with humorous stories		(2) John's reputation as a wag insured he would be invited to many parties.		Homonym	MSU	
742	wave </br> waive (see waiver)	n. a moving swell on the surface of a body of water. v. to sweep the hand or arm or some object.		v. to relinquish 	We refuse to waive the reading of the indictment.	Homophone	MSU	
743	waver	to hesitate or to tremble	verb			Common GRE	MSU	
744	waver</br> waiver	v. vacillate or move back and forth		n. release or special exemption  a rule	Most of the students tried to get waivers of their overdue fines.	Homophone	MSU	
745	whimsical	 fanciful or capricious	adjective			357 prevalent GRE words	Prepscholar	
746	wretched	extremely pitiful or unfortunate (n: wretch)	adjective			Common GRE	MSU	
748	zeal	 passion or fervor, enthusiastic devotion to a cause, ideal, or goal (n: zealot; zealoutry. adj: zealous),  Great energy or enthusiasm in pursuit of a cause or an objective	noun	Synonyms: passion, zealousness, fervor	The great emperor’s crusading zeal led him to conquer many lands.	357 prevalent GRE words	Prepscholar	
749	upbraid	Find fault with (someone)	verb	"Synonyms: scold, reprimand, rebuke. </br>Deutsch : jdm Vorwürfe machen.  Old English upbregdan ""bring forth as a ground for censure"""	In the past its neighbours isolated and upbraided Austria for its flirtations with nationalist extremism...	Least Difficult	FT	
750	welter	a large number of items in no order; a confused mass	noun	Synonyms: confusion, jumble, tangle. </br>Deutsch : Durcheinander, Mischmasch	At the same time they are subjected to a welter of conflicting pressures—acting as spin-doctors and bean-counters as well as corporate strategists and auditors.	Least Difficult	FT	
751	winnow	blow a current of air through (grain) in order to remove the chaff	verb	Synonyms: sift out, filter out	Many lawmakers from both parties join Mr. Obama in wishing to winnow America’s overstuffed prisons.	Least Difficult	FT	
752	vitiate	Destroy or impair the legal validity of	verb 	"Synonyms: put an end to, do away with, scrap. </br>Deutsch : Beeinträchtigen, verderben, zerstören. </br> Latin ""vitiare""= to make faulty. Same origin as ""vice"", therefore same pronounciation root ""vishiate"""	‘The firm admitted that it vitiated its stated standards for evaluating securities in an area where those standards put in question its ability to win business.	Least Difficult	FT	
753	fringe	the unconventional, extreme, or marginal wing of a group or sphere of activity	noun	Synonyms: peripheral, radical, unorthodox	Fringe beliefs reinforced in these ways can establish themselves and persist long after outsiders deem them debunked...	Least Difficult	FT	
754	garner	Gather or collect (something, especially information or approval)	verb	Synonyms: accumulate, amass, assemble	Labs that garnered more pay-offs were more likely to pass on their methods to other, newer labs...	Least Difficult	FT	
755	gist	the substance or essence of a speech or text	noun	Synonyms: quintessence, main idea   </br>Deutsch : Quintessenz, Kernpunkt	The gist of the matter is…	Least Difficult	FT	
756	gossamer	Used to refer to something very light, thin, and insubstantial or delicate	adjective	"Synonyms: gauzy, gossamery, fine     </br>Deutsch : Hauchdünn. As a NOUN it means a ""goose summer"", ie. A small short spell before of summer before the fall. (Altweibersommer)"	The gossamer-thin fabric of nylon stockings - seen here magnified 150 times - has to be robust yet sufficiently	Least Difficult	FT	
757	grovel	Act in an obsequious manner in order to obtain someone's forgiveness or favo	verb	Synonyms: be servile, suck up, flatter. </br>Deutsch : 	She writes...in the knowledge that some of these lovers will snoop into her diary to see what she's written. ('Does she get a kick out of my groveling in the last two years?)	Least Difficult	FT	
759	impetuous	Acting or done quickly and without thought or care	adjective	Synonyms: impulsive, rash, hasty    </br>Deutsch : unüberlegt, impulsiv	The report holds many lessons, including for this newspaper, which supported the invasion of Iraq: about the danger of impetuous decision-making...	Least Difficult	FT	
760	ingrate	an ungrateful person	noun	"</br>Deutsch : undankbar. </br> Latin : in- ""not""  + gratus ""pleasing, beloved, dear, agreeable"""	Greater liberty... over the past generation is abused by ingrates who think it funny to depict their leaders pantless...	Least Difficult	FT	
762	indictment	a formal charge or accusation of a serious crime	noun	Synonyms: arraignment, citation	A criminal indictment would, in all likelihood, force the prime minister to resign.	Least Difficult	FT	
763	inert	Lacking vigor	adjective	Synonyms: idle, inactive, underactive	America’s founders, he argued, put their faith in reasoned discussion among citizens and believed that the 'greatest menace to freedom is an inert people.' 	Least Difficult	FT	
764	lax	Not sufficiently strict, severe, or careful	adjective	Synonyms: slack, slipshod, negligent. </br>Deutsch : Lasch	Mario Draghi has faced attacks from critics in Germany (for being too lax) and Greece (for being too tight).	Least Difficult	FT	
765	listless	(Of a person or their manner) lacking energy or enthusiasm	adjective	Synonyms: lethargic, enervated, lackadaisical	Ukraine is brimming with weapons and thousands of militiamen, angry with a corrupt and listless government they feel has hijacked the revolution.	Least Difficult	FT	
766	livid	 furiously angry	adjective	Synonyms: infuriated, irate, fuming	A livid Vladimir Putin minced no words in his response, calling the downing a 'stab in the back'...	Least Difficult	FT	
767	loll	Sit, lie, or stand in a lazy, relaxed way	verb	Synonyms: lounge, sprawl, drape oneself.   </br>Deutsch : sich rekeln	The pair loll on a green hillside at Murnau south of Munich where Münter had bought a house.	Least Difficult	FT	
768	lurid	Presented in vividly shocking or sensational terms	adjective	Synonyms: melodramatic, exaggerated, overdramatized. </br>Deutsch : Reißerisch, grell. </br> Latin : pale, the colour of bruises, ghastly	Their absence from the public eye, especially in a Western country with an abundant supply of good hospitals, tends to spark lurid rumours of illness and even death.	Least Difficult	FT	
769	mar	Impair the quality or appearance of	verb	Synonyms: spoil, ruin, damage   </br>Deutsch : verderben, beeinträchtigen	These oversights mar an otherwise engaging and interesting account, but perhaps it is natural that a history of space should have a few gaping holes.	Least Difficult	FT	
770	mince	Use polite or moderate expressions to indicate disapproval	verb	"mostly used with ""did not mince his words"". Same latin root as ""miniscule"""	President Barack Obama didn’t mince his words in a tweet on June 21st, the day after the Senate failed to pass four proposals...	Least Difficult	FT	
771	minion	a follower or underling of a powerful person	noun	Synonyms: henchman, yes-man, lackey. </br>Deutsch : Untergebener, lackai	Its minions have set up thousands of social-media bots and other spamming weapons to drown out other content.	Least Difficult	FT	
772	mirth	 Amusement, especially as expressed in laughter	noun	"Synonyms: merriment, high spirits. Same root origin as ""merry"". </br>Deutsch : Heiterkeit."	A further proposal, to cut the salaries of senior public managers by 25%, has caused both anger and mirth.	Least Difficult	FT	
773	modest	not excessively large, elaborate, or expensive	adjective 	Synonyms: ordinary, simple, plain	They can be seen in the modest dress, office decor and eating habits of Angela Merkel, the daughter of a Lutheran pastor...	Least Difficult	FT	
774	morose	Sullen and ill-tempered	adjective	Synonyms: sullen, sulky, gloomy	Mr. Macron’s can-do political energy stands out in morose France, home to 10% unemployment and growth last year of just 1.1%.	Least Difficult	FT	
775	muse	 a person or personified force who is the source of inspiration for a creative artist	noun	Synonyms: inspiration, influence, stimulus	Mr. Blackwell’s mother was Fleming’s mistress, muse and supposedly the model for Pussy Galore.	Least Difficult	FT	
776	oblique	Not explicit or direct in addressing a point	adjective	Synonyms: indirect, inexplicit, roundabout	Fire at Sea' has been praised for offering an oblique, poetic alternative to a more conventional campaigning documentary...	Least Difficult	FT	
777	opaque	Not able to be seen through; not transparent	adjective 	Synonyms: cloudy, obscure	But Mr. Kim is so opaque and so little is known about how decisions come about in the capital, Pyongyang, that deterring North Korea is fraught with difficulty.	Least Difficult	FT	
778	overwrought	(of a piece of writing or a work of art) too elaborate or complicated in design or construction	adjective	Synonyms: overblown, contrived, exaggerated	She made prodigious strides as a writer and learned to temper her overwrought outpourings.	Least Difficult	FT	
779	pertain	be appropriate, related, or applicable	verb	Synonyms: concern, relate to, be related to	Religious exceptions to the law, such as those pertaining to animal welfare, should ideally be ended...	Least Difficult	FT	
780	pine	Miss and long for the return of	verb		Few DJs pine for the days of ones-and-twos; the possibilities of modern technology are too alluring.	Least Difficult	FT	
782	platitude	A remark or statement, especially one with a moral content, that has been used too often to be interesting or tho	noun	Synonyms: cliché, truism, commonplace	For most of her end-of-term grilling by the liaison committee... she wore an aquiline scowl, quibbling with the questions and, when pushed, cleaving to evasive platitudes...	Least Difficult	FT	
783	plethora	a large or excessive amount	noun		Podcasts were facing fierce competition for audiences’ attention from a plethora of other new digital-native products including Facebook, YouTube and Twitter.	Least Difficult	FT	
784	posit	Put forward as fact or as a basis for argument	noun	Synonyms :  postulate, propound, submit	Mr. Ansar and his co-authors assume this margin is 40%: they posit a ratio of expected benefits to costs of 1.4 for every project.	Least Difficult	FT	
785	prodigal	 a person who leaves home and behaves recklessly, but later makes a repentant return	noun		As the 73-year-old Mr. Obiang becomes frailer, his sons, including the prodigal Teodorín, have begun jockeying to succeed him.	Least Difficult	FT	
786	prophetic	 Accurately describing or predicting what will happen in the future		ic=nature of, like</br>Synonyms: predictive, visionary	As the depleted council began, Metropolitan Kallistos Ware... said he still hoped it could avoid being mired in Orthodoxy’s internal woes and 'speak in a firm, prophetic voice' to humanity.	Least Difficult	FT	
787	purist	 a person who insists on absolute adherence to traditional rules or structures	noun	Synonyms: pedant, dogmatist, perfectionist	From this purist point of view, there is only one Christian church worthy of the name....	Least Difficult	FT	
788	pyre	 a heap of combustible material, especially one for burning a corpse as part of a funeral ceremony	noun		Yet Ms McInerney takes the story deeper, skillfully setting a funeral pyre 'for that Ireland'...	Least Difficult	FT	
789	quack	 a person who dishonestly claims to have special knowledge in some field	noun	Synonyms: swindler, charlatan, fraud	That can cause malnutrition and eating disorders—and supports a vast, quack-ridden diet industry.	Least Difficult	FT	
790	reticence	 the quality of not revealing one’s thoughts or feelings readily	noun	Synonyms: reserve, introversion, restraint	Mr. Harding is more comfortable with facts; with classic English reticence, he buries his family’s responses in footnotes and summaries.	Least Difficult	FT	
791	rue	Bitterly regret (something one has done or allowed to happen)	verb	Synonyms: deplore, lament, bemoan	Meanwhile, Mr. Showalter will now have a long six months to rue his slavery to the save rule before his club plays another game.	Least Difficult	FT	
792	ruminate	Think deeply about something	verb	Synonyms: contemplate, consider, mull over	Alfred Sauvy, the French thinker... was prone to worry that the first world would become 'a society of old people, living in old houses, ruminating about old ideas.'	Least Difficult	FT	
794	strut	Walk with a stiff, erect, and apparently arrogant or conceited gait	verb	Synonyms: swagger, prance, parade	Dogs strut their stuff on its pavements tricked out in tutus, hoodies, boots, overalls and trousers.	Least Difficult	FT	
795	sublime	of very great excellence or beauty	adjective	Synonyms: awe-inspiring, awesome, majestic	Yet life in the ocean can still mount sublime spectacles.	Least Difficult	FT	
796	surly	Bad-tempered and unfriendly	adjective	Synonyms: ill-natured, grumpy, glum	Here, poverty and economic decline has led to the surly separation of a left-behind, resentful white working class and a Muslim minority.	Least Difficult	FT	
797	syncopation	 A displacement of the beat or accents in (music or a rhythm) so that strong beats become weak and vice versa	noun		She dances an assortment of lissom steps, marvelously shedding shoes and socks as the Beethoven famously shifts from solemnity to syncopation.	Least Difficult	FT	
798	taunt	 A remark made in order to anger, wound, or provoke someone	noun	Synonyms: jeer, gibe, sneer	But in the past two years taunts have turned into deadly attacks.	Least Difficult	FT	
799	tawdry	Showy but cheap and of poor quality	adjective	Synonyms: gaudy, flashy, garish	A team of 21 organisers resigned from the National Public Broadcasting Company of Ukraine (NPBCU), throwing the festival of tawdry pop into doubt.	Least Difficult	FT	
800	temperate	Relating to or denoting a region or climate characterized by mild temperatures; exercising moderation and self-denial; calm or mild (n: temperance)	adjective	Synonyms: mild, clement, pleasant	It can remain temperate in such a close orbit only because Proxima is a red dwarf, and thus much cooler than the sun. 	Least Difficult	FT	
801	terse	Sparing in the use of words	adjective	Synonyms: curt, brusque, abrupt	In a terse phone-call on Thursday night, President Barack Obama paused only briefly to congratulate Mr. Netanyahu on his victory...	Least Difficult	FT	
802	tome	 a book, especially a large, heavy, scholarly one	noun	Synonyms: volume, work, opus	It is a tome to which most recent arguments about regulation and economic reform are merely annotations.	Least Difficult	FT	
803	torrid	Full of difficulty or tribulation	adjective		The pound, after a few torrid days of trading immediately after the vote, has stabilized.	Least Difficult	FT	
804	transgression	 an act that goes against a law, rule, or code of conduct	noun	Synonyms: offense, crime, sin	It sang of domineering men, treacherous women and the manly solace of tequila.	Least Difficult	FT	
805	treacherous	Guilty of or involving betrayal or deception	adjective	Synonyms: traitorous, disloyal, perfidious		Least Difficult	FT	
806	vapid	offering nothing that is stimulating or challenging; bland	adjective	Synonyms: insipid, uninspired, uninteresting	Mr. Silver delighted in savaging commentators who relied on vapid clichés like 'momentum shifts' and 'game-changers.'	Least Difficult	FT	
807	vestige	 a trace of something that is disappearing or no longer exists	noun	Synonyms: remnant, remainder, fragment	He said this would remove a 'lingering vestige of the cold war.' 	Least Difficult	FT	
808	vilify					Least Difficult	FT	
809	viscous	having a thick, sticky consistency between solid and liquid	adjective	Synonyms: gummy, glue-like, gluey	Not all barrels of oil are alike. Crudes can be viscous like tar or so 'light' they float on water.	Least Difficult	FT	
810	oxy	" oxys</br>oxy- ""sharp</br> bitter</br>"""	Greek/Latin root	"a sub of the Greek</br> PIE root ""ac"": be sharp</br> rise (out) to a point</br> pierce.  "	oxalic</br> oxide</br>oxygen(D=Sauerstoff...)</br> oxymoron(oxy=sharp+moron=stupid =>a word with composites of opposite meaning)</br> paroxysm  (sudden extension of disease)</br>anoxic(lack of oxygen)</br>	Root words	SMB	
811	waft	Pass or cause to pass easily or gently through or as if through the air	verb	Synonyms: drift, float, glide	The acrid scent of smoke wafts from his clothes.	Least Difficult	FT	
812	wanton	(of a cruel or violent action) deliberate and unprovoked	adjective	Synonyms: malicious, malevolent, spiteful	Over the decades these Muslim non-people, without legal or any other sort of protection, have been the victims of wanton discrimination and violence…	Least Difficult	FT	
813	whitewash	Deliberately attempt to conceal unpleasant facts about (a person or organization)	verb	Synonyms: cover up, sweep under the carpet	Indeed, in trying to whitewash the past, the government may stir up prejudice instead.	Least Difficult	FT	
815	whittle	Reduce something in size, amount, or extent by a gradual series of steps	verb	Synonyms: erode, wear away, diminish	Democrats had spent a nervous September watching that lead whittle away after Mrs. Clinton’s bout of pneumonia...	Least Difficult	FT	
816	winsome	Attractive or appealing in appearance or character	adjective	Synonyms: engaging, charming, winning	By the time Mr. Pattinson came along as the winsome vampire in Twilight, the teenage rebels were starting the movie already dead.	Least Difficult	FT	
817	wizened	Shriveled or wrinkled with age	adjective	Synonyms: lined, creased, withered	His son, himself a wizened old man, is nonplussed by the news; he looks like an eccentric, or maybe the village drunk...	Least Difficult	FT	
818	wry	Using or expressing dry, especially mocking, humor	adjective	Synonyms: ironic, sardonic, satirical	Catherine Merridale is one of the foremost foreign historians of Russia, combining wry insights with deep sympathy for the human beings...	Least Difficult	FT	
820	abasement	 the action or fact of abasing or being abased; humiliation or degradation	noun	"  Vulgar Latin *ad bassiare ""bring lower,""  ad ""to, toward"" (see ad-) + Late Latin bassus ""low, short"" Literal sense of ""lower, depress"" (late 15c.) is archaic or obsolete                                                                                </br>Synonyms: belittlement, disgrace"	Repeated abasement and humiliation by her abusive mother caused the mistreated girl to have very low self-esteem	Medium Difficult	FT	
822	accession	the action or process of formally joining an association or institution. Also, the acquisition of a higher rank than one is at present	verb	"Latin accessionem (nominative accessio) ""a going to, approach; a joining; increase, enlargement,"" </br>Deutsch: Beitritt, Zuwachs </br>Synonyms: joining, signing up, enrollment"	After its accession to the EU, the country adopted the Euro.	Medium Difficult	FT	
823	acerbic	(Especially of a comment or style of speaking) sharp and forthright,   expressing harsh or sharp criticism in a clever way	adjective	ic=nature of, like<br>Deutsch : Bitter, Sauer                                       </br>Synonyms: sardonic, biting, caustic	The writer’s acerbic tone did not sit well with people who had an issue with harsh criticism. 	Medium Difficult	FT	
825	apostle	 a vigorous and pioneering advocate or supporter of a particular cause	noun	Synonyms: proponent, promoter, propagandist	On the website of this apostle of anti-Americanism, there is an article rejoicing in the fact that the United States need no longer be treated as an enemy... 	Medium Difficult	FT	
826	apprise	Inform or tell (someone)	verb	Synonyms: notify, let know, advise	The secret services are useful in apprising their governments of the intentions of others	Medium Difficult	FT	
827	armada	 a fleet of warships	noun	Synonyms: flotilla, squadron, navy	This month he also unveiled plans to send an armada of tiny spaceships, powered by laser beams and equipped with all sorts of sensors...	Medium Difficult	FT	
828	arson	 the criminal act of deliberately setting fire to property	noun	Synonyms: incendiarism, pyromania	Fire investigators suspected arson when they couldn’t find an electrical source for the fire	Medium Difficult	FT	
830	barrage	 A concentrated outpouring, as of questions or blows	noun	Synonyms: abundance, mass, profusion	He drove into a hailstorm and his car was damaged by a barrage of hailstones	Medium Difficult	FT	
831	bevy	 a large group of people or things of a particular kind	noun	word of unclear  origin.                             </br>Synonyms: group, crowd, cluster	Because my mother wrote a bevy of items on her grocery list, I was in the store for nearly two hours	Medium Difficult	FT	
832	boor	 an unrefined, ill-mannered person	noun	Synonyms: lout, oaf, ruffian	End a sentence in a preposition, and there are still people who will think you a boor.	Medium Difficult	FT	
833	bucolic	Relating to the pleasant aspects of the countryside and country life,  pastoral, rustic, countryfied	adjective	ic=nature of, like</br>Synonyms: rustic, rural, pastoral	General Electric... is now swapping its bucolic site for a collection of warehouses on the Boston waterfront.	Medium Difficult	FT	
834	canonical	(Of an artist or work) belonging to the literary or artistic canon	adjective	Synonyms: established, authoritative	The medium now mostly consists of recycling the same canonical works by European men from centuries past.	Medium Difficult	FT	
835	capricious	given to sudden and unaccountable changes of mood or behavior.  mercurial, unpredictable, whimsical	adjective	Synonyms: fickle, inconstant, changeable	The capricious supervisor would hand out raises one day and fire his entire staff the next.	357 prevalent GRE words	Prepscholar	
836	chauvinism	 Excessive or prejudiced loyalty or support for one’s own cause, group, or gender	noun	Synonyms: jingoism, excessive patriotism, sectarianism	As recently as 2014, a biannual survey of right-wing attitudes in Germany found that xenophobia, chauvinism, anti-Semitism and authoritarian longings were declining.	Medium Difficult	FT	
837	circumspect	Wary and unwilling to take risks	adjective	Synonyms: cautious, wary, careful	This is an area where we need to be extraordinarily careful and circumspect', he said. 'We’re literally talking about life and death.'	Medium Difficult	FT	
838	coalesce	Come together and form one mass or whole	verb	Synonyms: merge, unite, fuse	As they radiate away, the waves tend to coalesce to form two main shock waves.	Medium Difficult	FT	
839	coffers	 the funds or financial reserves of a group or institution	noun	coffer = a strong chest or box that is used to store money or valuables<br>=Koffer in Deutsch, <br>but coffers= resources, money, finances	The new tax <u>filled  public <b>coffers</u> </b>but later slowed the economy	Medium Difficult	FT	
840	condone	Accept and allow (behavior that is considered morally wrong or offensive)	verb	Synonyms: disregard, let pass, excuse	Rashad Ali... argues that deradicalisation can be worse than useless if practitioners, while condemning IS, condone other violence.	Medium Difficult	FT	
841	contrite	Feeling or expressing remorse or penitence	adjective	Synonyms: regretful, sorry, apologetic	As the election results were coming in, a contrite Mr. Turnbull took 'full responsibility' for the government’s poor performance.	357 prevalent GRE words	Prepscholar	
842	credulous	having or showing too great a readiness to believe things.  gullible, naïve	adjective	Synonyms: gullible, naive	Supplements boast a unique trifecta: lax regulation, potent marketing and millions of credulousconsumers keen to pin their hopes of a healthier life on a pill.	357 prevalent GRE words	Prepscholar	
843	demur	i	verb	Synonyms: object, take exception, take issue	Mr. Sasse demurs. He does not want less fighting between the left and right. He wants more meaningful fighting about issues of substance.	357 prevalent GRE words	Prepscholar	
844	depravity	 Moral corruption; wickedness	noun	Synonyms: vice, perversion, deviance	He condemned the 'anarchical plutocracy' he lived in, scorning the depravity of modern society and its politics.	Medium Difficult	FT	
845	deride	Express contempt for; ridicule. to mock or ridicule	verb	Synonyms: mock, jeer at, scoff at	Mr. Trudeau’s domestic critics—so far a minority—deride him as 'Prime Minister Selfie' for posing incessantly with fans and celebrities...	357 prevalent GRE words	Prepscholar	
846	diatribe	 a forceful and bitter verbal attack against someone or something	noun	Synonyms: tirade, harangue, onslaught	CNN and other outlets were wrong to turn one disgruntled passenger’s Facebook diatribe into headline news. 	357 prevalent GRE words	FT	
